food_id,recipe_code,recipe_name,recipe_source_type,source_id,source_record_id
GF-REC-00881,OSR017,Mango vanilla custard,open_source_recipes,SRC-INDB,OSR017
GF-REC-00882,OSR018,Kiwi granola pudding,open_source_recipes,SRC-INDB,OSR018
GF-REC-00883,OSR019,Oats burfi,open_source_recipes,SRC-INDB,OSR019
GF-REC-00884,OSR020,Lotus seed halwa (Kamal gattay ka halwa),open_source_recipes,SRC-INDB,OSR020
GF-REC-00885,OSR021,Amaranth ladoo (Rajgira ladoo),open_source_recipes,SRC-INDB,OSR021
GF-REC-00886,OSR022,Chhena poda,open_source_recipes,SRC-INDB,OSR022
GF-REC-00887,OSR023,Sweet couscous dessert,open_source_recipes,SRC-INDB,OSR023
GF-REC-00888,OSR024,Sweetened yogurt (Shrikhand),open_source_recipes,SRC-INDB,OSR024
GF-REC-00889,OSR025,Thickened sweetened milk (Rabri),open_source_recipes,SRC-INDB,OSR025
GF-REC-00890,OSR026,Gram flour halwa (Besan halwa),open_source_recipes,SRC-INDB,OSR026
GF-REC-00891,OSR027,Prawn sandwich,open_source_recipes,SRC-INDB,OSR027
GF-REC-00892,OSR028,Watercress sandwich,open_source_recipes,SRC-INDB,OSR028
GF-REC-00893,OSR029,Fish sandwich ,open_source_recipes,SRC-INDB,OSR029
GF-REC-00894,OSR030,Kidney bean sandwich with cottage cheese,open_source_recipes,SRC-INDB,OSR030
GF-REC-00895,OSR031,Finger millet biscuit (Ragi biscuit),open_source_recipes,SRC-INDB,OSR031
GF-REC-00896,OSR032,Buttermilk biscuit,open_source_recipes,SRC-INDB,OSR032
GF-REC-00897,OSR033,Lemon cookies,open_source_recipes,SRC-INDB,OSR033
GF-REC-00898,OSR034,Sweet potato biscuit (Shakarkand ke biscuit),open_source_recipes,SRC-INDB,OSR034
GF-REC-00899,OSR035,Raspberry shortbread cookies,open_source_recipes,SRC-INDB,OSR035
GF-REC-00900,OSR036,Pumpkin cookies ,open_source_recipes,SRC-INDB,OSR036
GF-REC-00901,OSR037,Greenpea cookies,open_source_recipes,SRC-INDB,OSR037
GF-REC-00902,OSR038,Sunflower cookies,open_source_recipes,SRC-INDB,OSR038
GF-REC-00903,OSR039,Cardamom cookies (Elaichi cookies),open_source_recipes,SRC-INDB,OSR039
GF-REC-00904,OSR040,Hazelnut cookies,open_source_recipes,SRC-INDB,OSR040
GF-REC-00905,OSR041,Milk cookies,open_source_recipes,SRC-INDB,OSR041
GF-REC-00906,OSR042,Cranberry cookies,open_source_recipes,SRC-INDB,OSR042
GF-REC-00907,OSR043,Olive biscuit,open_source_recipes,SRC-INDB,OSR043
GF-REC-00908,OSR045,Tutti fruitti biscuit,open_source_recipes,SRC-INDB,OSR045
GF-REC-00909,OSR046,Peach blueberry preserves,open_source_recipes,SRC-INDB,OSR046
GF-REC-00910,OSR047,Pear preserves (Naashpati ka murabba),open_source_recipes,SRC-INDB,OSR047
GF-REC-00911,OSR048,Starfruit preserves ,open_source_recipes,SRC-INDB,OSR048
GF-REC-00912,OSR049,Gooseberry pickle (Amla ka achaar),open_source_recipes,SRC-INDB,OSR049
GF-REC-00913,OSR050,Lotus stem pickle (Kamal kakdi ka achar),open_source_recipes,SRC-INDB,OSR050
GF-REC-00914,OSR051,Date pickle (Khajoor ka achaar),open_source_recipes,SRC-INDB,OSR051
GF-REC-00915,OSR052,Garlic pickle (Lahasun ka achar),open_source_recipes,SRC-INDB,OSR052
GF-REC-00916,OSR053,Fermented bamboo shoot pickle (Mesu pickle),open_source_recipes,SRC-INDB,OSR053
GF-REC-00917,OSR054,Sweet peach pickle (Aadoo ka achaar),open_source_recipes,SRC-INDB,OSR054
GF-REC-00918,OSR055,Pickled mustard greens ,open_source_recipes,SRC-INDB,OSR055
GF-REC-00919,OSR056,Small onion pickle ,open_source_recipes,SRC-INDB,OSR056
GF-REC-00920,OSR057,Green tomato pickle (Haray tamatar ka achaar),open_source_recipes,SRC-INDB,OSR057
GF-REC-00921,OSR058,Pickled cabbage ,open_source_recipes,SRC-INDB,OSR058
GF-REC-00922,OSR059,Coconut pickle (Nariyal ka aachar),open_source_recipes,SRC-INDB,OSR059
GF-REC-00923,OSR060,Potato pickle (Aloo ka achaar),open_source_recipes,SRC-INDB,OSR060
GF-REC-00924,OSR061,Mango murabba candy,open_source_recipes,SRC-INDB,OSR061
GF-REC-00925,OSR062,Afghani chicken,open_source_recipes,SRC-INDB,OSR062
GF-REC-00926,OSR063,Fish orly,open_source_recipes,SRC-INDB,OSR063
GF-REC-00927,OSR064,Hariyali Fish Tikka,open_source_recipes,SRC-INDB,OSR064
GF-REC-00928,OSR065,Chicken manchurian,open_source_recipes,SRC-INDB,OSR065
GF-REC-00929,OSR066,Handi chicken,open_source_recipes,SRC-INDB,OSR066
GF-REC-00930,OSR067,Lemon chicken,open_source_recipes,SRC-INDB,OSR067
GF-REC-00931,OSR068,Lemon butter fish,open_source_recipes,SRC-INDB,OSR068
GF-REC-00932,OSR069,Baked eggs in tomato sauce,open_source_recipes,SRC-INDB,OSR069
GF-REC-00933,OSR070,Egg in a pepper,open_source_recipes,SRC-INDB,OSR070
GF-REC-00934,OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),open_source_recipes,SRC-INDB,OSR071
GF-REC-00935,OSR072,Corn omelette/omlet,open_source_recipes,SRC-INDB,OSR072
GF-REC-00936,OSR073,Cajun chicken,open_source_recipes,SRC-INDB,OSR073
GF-REC-00937,OSR074,Paaner do pyaza,open_source_recipes,SRC-INDB,OSR074
GF-REC-00938,OSR075,Cabbage manchurian (Pattagobhi manchurian),open_source_recipes,SRC-INDB,OSR075
GF-REC-00939,OSR076,Gobi 65,open_source_recipes,SRC-INDB,OSR076
GF-REC-00940,OSR077,Paneer lababdar,open_source_recipes,SRC-INDB,OSR077
GF-REC-00941,OSR078,Roasted cauliflower steak,open_source_recipes,SRC-INDB,OSR078
GF-REC-00942,OSR079,Sauteed radishes with green beans,open_source_recipes,SRC-INDB,OSR079
GF-REC-00943,OSR080,Garlic chutney/Poondu chutney (Lahasun ki chutney),open_source_recipes,SRC-INDB,OSR080
GF-REC-00944,OSR081,Schezwan chutney,open_source_recipes,SRC-INDB,OSR081
GF-REC-00945,OSR082,Bengal 5 Spice Blend (Panch Phoran),open_source_recipes,SRC-INDB,OSR082
GF-REC-00946,OSR083,Onion chutney (Pyaaz ki chutney/Vengaya chutney),open_source_recipes,SRC-INDB,OSR083
GF-REC-00947,OSR085,Dates chutney (Khajoor ki chutney),open_source_recipes,SRC-INDB,OSR085
GF-REC-00948,OSR086,Chicken salad,open_source_recipes,SRC-INDB,OSR086
GF-REC-00949,OSR087,Macaroni salad,open_source_recipes,SRC-INDB,OSR087
GF-REC-00950,OSR088,Cabbage raita (Pattagobhi raita),open_source_recipes,SRC-INDB,OSR088
GF-REC-00951,OSR089,Pomegranate raita (Anaar ka raita),open_source_recipes,SRC-INDB,OSR089
GF-REC-00952,OSR090,Onion raita (Pyaaz ka raita),open_source_recipes,SRC-INDB,OSR090
GF-REC-00953,OSR091,Green chilli raita (Hari mirch ka raita),open_source_recipes,SRC-INDB,OSR091
GF-REC-00954,OSR092,Kale salad,open_source_recipes,SRC-INDB,OSR092
GF-REC-00955,OSR093,Spinach and paneer souffle ,open_source_recipes,SRC-INDB,OSR093
GF-REC-00956,OSR094,Masala souffle ,open_source_recipes,SRC-INDB,OSR094
GF-REC-00957,OSR095,Chicken and cheese souffle,open_source_recipes,SRC-INDB,OSR095
GF-REC-00958,OSR096,Tamarind chutney (Chintapandu pachadi/Puli chutney),open_source_recipes,SRC-INDB,OSR096
GF-REC-00959,OSR097,Pav bhaji masala,open_source_recipes,SRC-INDB,OSR097
GF-REC-00960,OSR098,Green chutney,open_source_recipes,SRC-INDB,OSR098
GF-REC-00961,OSR099,Sago khitchdi/khichri (Sabudana khitchdi/khichri),open_source_recipes,SRC-INDB,OSR099
GF-REC-00962,OSR100,Gram flour chilla/cheela (Besan chilla/cheela),open_source_recipes,SRC-INDB,OSR100
GF-REC-00963,OSR101,Vegetable namkeen jave,open_source_recipes,SRC-INDB,OSR101
GF-REC-00964,OSR102,Khakhra,open_source_recipes,SRC-INDB,OSR102
GF-REC-00965,OSR103,Moong bean dosa (Pesarattu),open_source_recipes,SRC-INDB,OSR103
GF-REC-00966,OSR104,Methi thepla,open_source_recipes,SRC-INDB,OSR104
GF-REC-00967,OSR105,Rice puttu (Ari puttu),open_source_recipes,SRC-INDB,OSR105
GF-REC-00968,OSR106,Buckwheat pancake (Khura),open_source_recipes,SRC-INDB,OSR106
GF-REC-00969,OSR107,Quinoa khichdi/khichri,open_source_recipes,SRC-INDB,OSR107
GF-REC-00970,OSR108,Khakhra chaat,open_source_recipes,SRC-INDB,OSR108
GF-REC-00971,OSR110,Banana appam,open_source_recipes,SRC-INDB,OSR110
GF-REC-00972,OSR111,Veg manchurian,open_source_recipes,SRC-INDB,OSR111
GF-REC-00973,OSR112,Pav bhaji,open_source_recipes,SRC-INDB,OSR112
GF-REC-00974,OSR113,Rice murukku,open_source_recipes,SRC-INDB,OSR113
GF-REC-00975,OSR114,Bhel puri ,open_source_recipes,SRC-INDB,OSR114
GF-REC-00976,OSR115,Semolina dhokla (Suji/Rava dhokla),open_source_recipes,SRC-INDB,OSR115
GF-REC-00977,OSR116,Spicy corn chaat ,open_source_recipes,SRC-INDB,OSR116
GF-REC-00978,OSR118,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),open_source_recipes,SRC-INDB,OSR118
GF-REC-00979,OSR119,Banana chips (Kele ke chips),open_source_recipes,SRC-INDB,OSR119
GF-REC-00980,OSR120,Wheat cake,open_source_recipes,SRC-INDB,OSR120
GF-REC-00981,OSR121,Mango cheesecake,open_source_recipes,SRC-INDB,OSR121
GF-REC-00982,OSR122,Carrot cake (Gajar ka cake),open_source_recipes,SRC-INDB,OSR122
GF-REC-00983,OSR123,Semolina cake (Suji/Rava cake),open_source_recipes,SRC-INDB,OSR123
GF-REC-00984,OSR124,Finger millet cake (Ragi cake),open_source_recipes,SRC-INDB,OSR124
GF-REC-00985,OSR125,Honey cake,open_source_recipes,SRC-INDB,OSR125
GF-REC-00986,OSR126,Almond cardamom cake (Badam elaichi cake),open_source_recipes,SRC-INDB,OSR126
GF-REC-00987,OSR127,Tutti frutti cake,open_source_recipes,SRC-INDB,OSR127
GF-REC-00988,OSR128,Ham and Bean soup,open_source_recipes,SRC-INDB,OSR128
GF-REC-00989,OSR129,Whey soup,open_source_recipes,SRC-INDB,OSR129
GF-REC-00990,OSR130,Bottle gourd soup (Ghiya/Lauki soup),open_source_recipes,SRC-INDB,OSR130
GF-REC-00991,OSR131,Baked potato soup,open_source_recipes,SRC-INDB,OSR131
GF-REC-00992,OSR132,Pumpkin soup,open_source_recipes,SRC-INDB,OSR132
GF-REC-00993,OSR133,Sweet corn soup,open_source_recipes,SRC-INDB,OSR133
GF-REC-00994,OSR134,Paneer soup,open_source_recipes,SRC-INDB,OSR134
GF-REC-00995,OSR135,Curried Cauliflower soup,open_source_recipes,SRC-INDB,OSR135
GF-REC-00996,OSR136,Millet soup,open_source_recipes,SRC-INDB,OSR136
GF-REC-00997,OSR137,Lemon coriander soup,open_source_recipes,SRC-INDB,OSR137
GF-REC-00998,OSR138,Garlic soup,open_source_recipes,SRC-INDB,OSR138
GF-REC-00999,OSR139,Dal makhani,open_source_recipes,SRC-INDB,OSR139
GF-REC-01000,OSR141,Dalma,open_source_recipes,SRC-INDB,OSR141
GF-REC-01001,OSR142,Split bengal gram dal (Channa dal),open_source_recipes,SRC-INDB,OSR142
GF-REC-01002,OSR143,Horsegram dal (Kulthi dal) ,open_source_recipes,SRC-INDB,OSR143
GF-REC-01003,OSR144,Panchmel dal,open_source_recipes,SRC-INDB,OSR144
GF-REC-01004,OSR145,Dal dhokli,open_source_recipes,SRC-INDB,OSR145
GF-REC-01005,OSR146,Gujarati handvo ,open_source_recipes,SRC-INDB,OSR146
GF-REC-01006,OSR147,Sev (Omapodi/Karapusa),open_source_recipes,SRC-INDB,OSR147
GF-REC-01007,OSR148,Papdi,open_source_recipes,SRC-INDB,OSR148
GF-REC-01008,OSR151,Jowar dosa,open_source_recipes,SRC-INDB,OSR151
GF-REC-01009,OSR152,Bread roll,open_source_recipes,SRC-INDB,OSR152
GF-REC-01010,OSR153,Soya seekh kebab,open_source_recipes,SRC-INDB,OSR153
GF-REC-01011,OSR154,Classic seasoned black beans,open_source_recipes,SRC-INDB,OSR154
GF-REC-01012,OSR155,Maa chaane ki dal,open_source_recipes,SRC-INDB,OSR155
GF-REC-01013,OSR156,Garlic chickpea soup (Lahasun aur chane ka shoraba),open_source_recipes,SRC-INDB,OSR156
GF-REC-01014,ASC239,Shepherd's pie (with minced meat),asc_manual,SRC-INDB,ASC239
